date,ticker,bank_name,open,high,low,close,volume,pct_change
2024-03-27,MBB,MBBank,15892.898604881522,15987.312078249039,15735.54406002705,15924.369140625,22180712,0.19801739279188268
2024-03-28,MBB,MBBank,16144.665506953355,16176.137906658092,15861.426972569388,16050.25390625,24271150,0.7905165002979775
2024-03-29,MBB,MBBank,16081.724011198947,16081.724011198947,15829.95415095612,15987.310546875,20563435,-0.3921642594731156
2024-04-01,MBB,MBBank,15861.426537880738,15892.89707058606,15546.71561241681,15672.599609375,44186308,-1.9685045622730768
2024-04-02,MBB,MBBank,15483.773268322295,15609.658203125,15232.005264853859,15609.658203125,51722510,-0.40160157101409855
2024-04-03,MBB,MBBank,15609.658812386333,15609.658812386333,15232.005859375,15232.005859375,38349901,-2.419350499771966
2024-04-04,MBB,MBBank,15232.005264658697,15263.475798557605,14980.236328125,14980.236328125,50887458,-1.6528980724823006
2024-04-05,MBB,MBBank,14822.881073866258,14948.765077420016,14665.525602889811,14696.9970703125,40111024,-1.8907529334548978
2024-04-08,MBB,MBBank,14728.4671797266,14980.236112638675,14571.111713290113,14791.4091796875,39607656,0.6423904755734844
2024-04-09,MBB,MBBank,14791.409184218128,15106.1201171875,14728.467184237948,15106.1201171875,26280982,2.1276602768327324
2024-04-10,MBB,MBBank,15294.947265525001,15326.417799423909,14980.236328125,14980.236328125,60951191,-0.8333297238863557
2024-04-11,MBB,MBBank,14791.40918197666,15011.707581476614,14728.467182006018,14948.7646484375,19045738,-0.21008800527674287
2024-04-12,MBB,MBBank,15011.707219919099,15546.715606386566,14948.764288395967,15515.244140625,45071241,3.7894736154449493
2024-04-15,MBB,MBBank,15389.360111956385,15767.013034973555,14476.698803575851,14728.466796875,90946126,-5.070995574538905
2024-04-16,MBB,MBBank,14728.467765546991,15043.1787109375,14508.170290387336,15043.1787109375,74947864,2.1367595039103016
2024-04-17,MBB,MBBank,15106.120550709657,15137.592018137164,14539.6416015625,14539.6416015625,47826426,-3.347278650680996
2024-04-19,MBB,MBBank,14224.93104339013,14665.526000852744,14224.93104339013,14287.873046875,47961619,-1.7316008302463493
